Id,_labkeyurl_Id,avgKinship,birth,death,gender,geographic_origin,lsid,species
m00340,/study/mGAP/participant.view?participantId=m00340,0.000529980199724518,1989-05-01 00:00:00.000,2005-07-13 14:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00340,RHESUS MACAQUE
m00341,/study/mGAP/participant.view?participantId=m00341,0.0011890926308539946,1985-03-01 00:00:00.000,2010-12-03 09:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00341,RHESUS MACAQUE
m00342,/study/mGAP/participant.view?participantId=m00342,0.0005916879196797521,2012-03-31 07:00:00.000,2019-04-11 09:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00342,RHESUS MACAQUE
m00343,/study/mGAP/participant.view?participantId=m00343,0.002964660812672176,1990-02-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00343,RHESUS MACAQUE
m00344,/study/mGAP/participant.view?participantId=m00344,0.002646874461949036,1994-04-15 00:00:00.000,2009-01-30 11:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00344,RHESUS MACAQUE
m00345,/study/mGAP/participant.view?participantId=m00345,0.0010234738184400826,2009-02-17 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00345,RHESUS MACAQUE
m00346,/study/mGAP/participant.view?participantId=m00346,0.0013054461518595042,2000-05-19 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00346,RHESUS MACAQUE
m00347,/study/mGAP/participant.view?participantId=m00347,0.00032185325937822824,2014-02-22 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00347,RHESUS MACAQUE
m00348,/study/mGAP/participant.view?participantId=m00348,0.0002688494595614347,2013-05-19 07:00:00.000,2016-03-24 11:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00348,RHESUS MACAQUE
m00349,/study/mGAP/participant.view?participantId=m00349,0.000632627608033908,2013-04-13 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00349,RHESUS MACAQUE
m00350,/study/mGAP/participant.view?participantId=m00350,0.0005429112878384341,2012-04-28 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00350,RHESUS MACAQUE
m00351,/study/mGAP/participant.view?participantId=m00351,0.0016569027230759297,2010-06-12 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00351,RHESUS MACAQUE
m00352,/study/mGAP/participant.view?participantId=m00352,0.001435937299782163,2008-01-10 00:00:00.000,2019-08-16 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00352,RHESUS MACAQUE
m00353,/study/mGAP/participant.view?participantId=m00353,0.002936244996126033,2008-05-08 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00353,RHESUS MACAQUE
m00354,/study/mGAP/participant.view?participantId=m00354,0.00017968747898238413,2014-07-02 07:00:00.000,2016-09-18 17:20:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00354,RHESUS MACAQUE
m00355,/study/mGAP/participant.view?participantId=m00355,0.00033140576575413225,2014-03-22 07:00:00.000,2016-09-19 09:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00355,RHESUS MACAQUE
m00356,/study/mGAP/participant.view?participantId=m00356,0.0021464450300232437,1991-08-18 11:30:00.000,2009-09-17 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00356,RHESUS MACAQUE
m00357,/study/mGAP/participant.view?participantId=m00357,0.004186036501377411,1996-03-01 00:00:00.000,2015-02-17 11:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00357,RHESUS MACAQUE
m00358,/study/mGAP/participant.view?participantId=m00358,0.001253658746556474,1998-05-02 07:30:00.000,2008-04-03 15:50:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00358,RHESUS MACAQUE
m00359,/study/mGAP/participant.view?participantId=m00359,0.0,1987-01-01 00:00:00.000,2008-02-08 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00359,RHESUS MACAQUE
m00360,/study/mGAP/participant.view?participantId=m00360,0.0,1981-01-01 00:00:00.000,2005-11-02 10:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00360,RHESUS MACAQUE
m00361,/study/mGAP/participant.view?participantId=m00361,0.0,1981-01-01 00:00:00.000,2005-01-17 08:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00361,RHESUS MACAQUE
m00362,/study/mGAP/participant.view?participantId=m00362,0.002187492433658316,2001-05-01 00:00:00.000,2012-09-11 09:15:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00362,RHESUS MACAQUE
m00363,/study/mGAP/participant.view?participantId=m00363,0.004374018056990358,1996-03-01 00:00:00.000,2013-09-04 09:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00363,RHESUS MACAQUE
m00364,/study/mGAP/participant.view?participantId=m00364,0.0018222693241003788,1982-04-01 00:00:00.000,2008-03-17 09:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00364,RHESUS MACAQUE
m00365,/study/mGAP/participant.view?participantId=m00365,0.009242181278785726,1996-04-01 00:00:00.000,2011-05-09 08:20:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00365,RHESUS MACAQUE
m00366,/study/mGAP/participant.view?participantId=m00366,0.0019205056602961432,2004-05-01 00:00:00.000,2010-09-23 12:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00366,RHESUS MACAQUE
m00367,/study/mGAP/participant.view?participantId=m00367,0.00586744576446281,1995-06-01 00:00:00.000,2003-05-27 14:20:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00367,RHESUS MACAQUE
m00368,/study/mGAP/participant.view?participantId=m00368,0.001182366993801653,2000-06-15 00:00:00.000,2008-11-11 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00368,RHESUS MACAQUE
m00369,/study/mGAP/participant.view?participantId=m00369,0.001972124924672865,2001-04-01 00:00:00.000,2008-07-09 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00369,RHESUS MACAQUE
m00370,/study/mGAP/participant.view?participantId=m00370,0.0031334743026859503,1998-06-20 07:30:00.000,2005-06-24 11:22:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00370,RHESUS MACAQUE
m00371,/study/mGAP/participant.view?participantId=m00371,0.0016901525912534434,1998-06-06 07:00:00.000,2007-02-02 13:05:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00371,RHESUS MACAQUE
m00372,/study/mGAP/participant.view?participantId=m00372,0.0,1990-01-01 00:00:00.000,2005-03-09 09:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00372,RHESUS MACAQUE
m00373,/study/mGAP/participant.view?participantId=m00373,0.0007963154269972452,1996-04-01 00:00:00.000,2007-11-06 14:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00373,RHESUS MACAQUE
m00374,/study/mGAP/participant.view?participantId=m00374,0.00420217803030303,1995-04-01 00:00:00.000,2005-10-05 08:45:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00374,RHESUS MACAQUE
m00375,/study/mGAP/participant.view?participantId=m00375,0.005385890151515152,1994-06-01 00:00:00.000,2006-06-09 11:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00375,RHESUS MACAQUE
m00376,/study/mGAP/participant.view?participantId=m00376,0.0007650412147038567,1993-04-01 00:00:00.000,2002-07-23 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00376,RHESUS MACAQUE
m00377,/study/mGAP/participant.view?participantId=m00377,0.0028086260330578514,1993-06-01 07:30:00.000,2002-08-26 15:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00377,RHESUS MACAQUE
m00378,/study/mGAP/participant.view?participantId=m00378,0.0,1988-01-01 00:00:00.000,2005-08-16 12:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00378,RHESUS MACAQUE
m00379,/study/mGAP/participant.view?participantId=m00379,0.0013027558970385674,1987-06-01 00:00:00.000,2006-08-11 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00379,RHESUS MACAQUE
m00380,/study/mGAP/participant.view?participantId=m00380,0.0037529054752066114,1985-03-01 00:00:00.000,2002-09-27 12:45:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00380,RHESUS MACAQUE
m00381,/study/mGAP/participant.view?participantId=m00381,0.002958392308763236,2007-05-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00381,RHESUS MACAQUE
m00382,/study/mGAP/participant.view?participantId=m00382,0.006940184874311295,1995-03-01 00:00:00.000,2015-06-09 22:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00382,RHESUS MACAQUE
m00383,/study/mGAP/participant.view?participantId=m00383,0.0035538266184573,1993-04-01 00:00:00.000,2017-10-20 09:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00383,RHESUS MACAQUE
m00384,/study/mGAP/participant.view?participantId=m00384,0.000846085141184573,1995-06-01 00:00:00.000,2010-10-13 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00384,RHESUS MACAQUE
m00385,/study/mGAP/participant.view?participantId=m00385,0.004243540698174931,1998-03-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00385,RHESUS MACAQUE
m00386,/study/mGAP/participant.view?participantId=m00386,0.0061304181732093664,1991-03-22 07:30:00.000,2013-10-28 14:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00386,RHESUS MACAQUE
m00387,/study/mGAP/participant.view?participantId=m00387,0.002354971305069516,2005-05-10 00:00:00.000,2014-02-27 11:15:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00387,RHESUS MACAQUE
m00388,/study/mGAP/participant.view?participantId=m00388,0.002512582405867984,2005-04-15 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00388,RHESUS MACAQUE
m00389,/study/mGAP/participant.view?participantId=m00389,0.0014692154140840221,2002-07-05 00:00:00.000,2018-01-12 11:45:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00389,RHESUS MACAQUE
m00390,/study/mGAP/participant.view?participantId=m00390,0.002204663825757576,1995-07-14 07:30:00.000,2012-03-14 12:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00390,RHESUS MACAQUE
m00391,/study/mGAP/participant.view?participantId=m00391,0.001203552750516529,1994-07-12 07:30:00.000,2016-04-07 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00391,RHESUS MACAQUE
m00392,/study/mGAP/participant.view?participantId=m00392,0.002571211045110193,2001-04-01 00:00:00.000,2015-12-17 09:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00392,RHESUS MACAQUE
m00393,/study/mGAP/participant.view?participantId=m00393,0.0030991735537190084,1994-05-01 00:00:00.000,2016-04-05 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00393,RHESUS MACAQUE
m00394,/study/mGAP/participant.view?participantId=m00394,0.0021051243973829203,2003-05-01 00:00:00.000,2016-01-12 15:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00394,RHESUS MACAQUE
m00395,/study/mGAP/participant.view?participantId=m00395,0.002702205624719695,2001-04-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00395,RHESUS MACAQUE
m00396,/study/mGAP/participant.view?participantId=m00396,0.0012703572423004906,2008-12-17 00:00:00.000,,m,,urn:lsid:labkey.com:Study.Data-5:1000.m00396,RHESUS MACAQUE
m00397,/study/mGAP/participant.view?participantId=m00397,0.0036491625236742425,1995-04-01 00:00:00.000,2010-08-05 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00397,RHESUS MACAQUE
m00398,/study/mGAP/participant.view?participantId=m00398,0.0022999261693192577,2008-06-01 00:00:00.000,,f,,urn:lsid:labkey.com:Study.Data-5:1000.m00398,RHESUS MACAQUE
m00399,/study/mGAP/participant.view?participantId=m00399,0.0008697509765625,2008-04-15 00:00:00.000,2015-08-21 10:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00399,RHESUS MACAQUE
m00400,/study/mGAP/participant.view?participantId=m00400,0.001752280663524449,2004-05-04 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00400,RHESUS MACAQUE
m00401,/study/mGAP/participant.view?participantId=m00401,0.004730340206261837,2004-03-15 00:00:00.000,2015-01-20 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00401,RHESUS MACAQUE
m00402,/study/mGAP/participant.view?participantId=m00402,0.0,1992-03-01 00:00:00.000,2011-01-19 10:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00402,RHESUS MACAQUE
m00403,/study/mGAP/participant.view?participantId=m00403,0.001363959194214876,1990-06-01 00:00:00.000,2014-02-05 09:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00403,RHESUS MACAQUE
m00404,/study/mGAP/participant.view?participantId=m00404,0.0037179321625344353,1999-04-01 00:00:00.000,2014-12-03 14:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00404,RHESUS MACAQUE
m00405,/study/mGAP/participant.view?participantId=m00405,0.002676467264979339,2001-04-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00405,RHESUS MACAQUE
m00406,/study/mGAP/participant.view?participantId=m00406,0.003503048058712121,1997-05-01 00:00:00.000,2010-03-22 15:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00406,RHESUS MACAQUE
m00407,/study/mGAP/participant.view?participantId=m00407,0.0027373342803030305,1988-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00407,RHESUS MACAQUE
m00408,/study/mGAP/participant.view?participantId=m00408,0.0008729876893939394,1992-02-15 00:00:00.000,2009-10-27 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00408,RHESUS MACAQUE
m00409,/study/mGAP/participant.view?participantId=m00409,0.0020096203512396695,2002-03-01 00:00:00.000,2015-08-27 15:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00409,RHESUS MACAQUE
m00410,/study/mGAP/participant.view?participantId=m00410,0.004916093894601197,2003-02-01 00:00:00.000,2013-03-20 15:10:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00410,RHESUS MACAQUE
m00411,/study/mGAP/participant.view?participantId=m00411,0.0032356199154183886,2003-02-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00411,RHESUS MACAQUE
m00412,/study/mGAP/participant.view?participantId=m00412,0.0035124639505853994,1997-04-01 00:00:00.000,2012-10-08 12:35:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00412,RHESUS MACAQUE
m00413,/study/mGAP/participant.view?participantId=m00413,0.0008359966856060606,1987-02-04 07:30:00.000,2012-03-20 14:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00413,RHESUS MACAQUE
m00414,/study/mGAP/participant.view?participantId=m00414,0.0019270966811891338,2008-04-01 00:00:00.000,2019-09-09 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00414,RHESUS MACAQUE
m00415,/study/mGAP/participant.view?participantId=m00415,0.004008227471806129,1997-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00415,RHESUS MACAQUE
m00416,/study/mGAP/participant.view?participantId=m00416,0.002882608040633609,1994-04-10 08:00:00.000,2015-01-07 11:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00416,RHESUS MACAQUE
m00417,/study/mGAP/participant.view?participantId=m00417,0.00356189738292011,2001-04-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00417,RHESUS MACAQUE
m00418,/study/mGAP/participant.view?participantId=m00418,0.0014217996728650138,1991-05-22 11:44:00.000,2013-05-17 16:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00418,RHESUS MACAQUE
m00419,/study/mGAP/participant.view?participantId=m00419,0.0035672778925619833,1994-04-15 00:00:00.000,2012-05-17 14:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00419,RHESUS MACAQUE
m00420,/study/mGAP/participant.view?participantId=m00420,0.0012026857738652505,2009-06-15 00:00:00.000,2017-04-20 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00420,RHESUS MACAQUE
m00421,/study/mGAP/participant.view?participantId=m00421,0.003843029011707989,1993-07-29 07:30:00.000,2015-04-01 00:00:00.000,f,INDIA,urn:lsid:labkey.com:Study.Data-5:1000.m00421,RHESUS MACAQUE
m00422,/study/mGAP/participant.view?participantId=m00422,0.0021352216231921486,2006-02-15 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00422,RHESUS MACAQUE
m00423,/study/mGAP/participant.view?participantId=m00423,0.002516733384986226,1998-04-01 00:00:00.000,2015-07-28 21:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00423,RHESUS MACAQUE
m00424,/study/mGAP/participant.view?participantId=m00424,0.0,1990-02-15 00:00:00.000,2013-11-12 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00424,RHESUS MACAQUE
m00425,/study/mGAP/participant.view?participantId=m00425,0.004806466010648028,2004-02-15 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00425,RHESUS MACAQUE
m00426,/study/mGAP/participant.view?participantId=m00426,0.0018519146711701532,2009-03-20 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00426,RHESUS MACAQUE
m00427,/study/mGAP/participant.view?participantId=m00427,0.0037747637956267216,1999-03-01 00:00:00.000,2017-03-27 14:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00427,RHESUS MACAQUE
m00428,/study/mGAP/participant.view?participantId=m00428,0.0034327651515151515,1998-04-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00428,RHESUS MACAQUE
m00429,/study/mGAP/participant.view?participantId=m00429,0.00198994786286157,2000-03-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00429,RHESUS MACAQUE
m00430,/study/mGAP/participant.view?participantId=m00430,0.0006375903925619835,1995-06-14 07:30:00.000,2007-08-31 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00430,RHESUS MACAQUE
m00431,/study/mGAP/participant.view?participantId=m00431,0.0015139409004820937,2006-04-01 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00431,RHESUS MACAQUE
m00432,/study/mGAP/participant.view?participantId=m00432,0.0005081778975525371,2003-04-01 00:00:00.000,2019-06-11 16:40:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00432,RHESUS MACAQUE
m00433,/study/mGAP/participant.view?participantId=m00433,0.0016972460365820851,2005-04-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00433,RHESUS MACAQUE
m00434,/study/mGAP/participant.view?participantId=m00434,0.000538723527892562,2004-05-18 12:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00434,RHESUS MACAQUE
m00435,/study/mGAP/participant.view?participantId=m00435,0.0019611116939996557,2002-02-25 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00435,RHESUS MACAQUE
m00436,/study/mGAP/participant.view?participantId=m00436,0.001403472311897383,2005-04-28 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00436,RHESUS MACAQUE
m00437,/study/mGAP/participant.view?participantId=m00437,0.0011218362603305785,2008-04-15 00:00:00.000,,f,INDIA,urn:lsid:labkey.com:Study.Data-5:1000.m00437,RHESUS MACAQUE
m00438,/study/mGAP/participant.view?participantId=m00438,0.0011245265151515152,2008-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00438,RHESUS MACAQUE
m00439,/study/mGAP/participant.view?participantId=m00439,0.00048525471332644626,2006-04-01 00:00:00.000,2018-05-30 11:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00439,RHESUS MACAQUE
m00440,/study/mGAP/participant.view?participantId=m00440,0.0020186999612603305,2006-05-08 00:00:00.000,2014-11-20 09:30:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00440,RHESUS MACAQUE
m00441,/study/mGAP/participant.view?participantId=m00441,0.0012017872707902892,2010-05-16 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00441,RHESUS MACAQUE
m00442,/study/mGAP/participant.view?participantId=m00442,0.0008416294066373967,2010-10-16 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00442,RHESUS MACAQUE
m00443,/study/mGAP/participant.view?participantId=m00443,0.001606176707370222,2010-04-25 00:00:00.000,2018-01-11 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00443,RHESUS MACAQUE
m00444,/study/mGAP/participant.view?participantId=m00444,0.001036084387913223,2010-04-19 00:00:00.000,,f,INDIA,urn:lsid:labkey.com:Study.Data-5:1000.m00444,RHESUS MACAQUE
m00445,/study/mGAP/participant.view?participantId=m00445,0.002177929418474518,2009-03-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00445,RHESUS MACAQUE
m00446,/study/mGAP/participant.view?participantId=m00446,0.0008595364152892562,2009-03-23 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00446,RHESUS MACAQUE
m00447,/study/mGAP/participant.view?participantId=m00447,0.0013631184895833333,2008-05-05 00:00:00.000,,f,INDIA,urn:lsid:labkey.com:Study.Data-5:1000.m00447,RHESUS MACAQUE
m00448,/study/mGAP/participant.view?participantId=m00448,0.0018947012825117294,2012-01-28 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00448,RHESUS MACAQUE
m00449,/study/mGAP/participant.view?participantId=m00449,0.0008041549976863808,2010-03-04 00:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00449,RHESUS MACAQUE
m00450,/study/mGAP/participant.view?participantId=m00450,0.0011395330928245524,2010-04-19 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00450,RHESUS MACAQUE
m00451,/study/mGAP/participant.view?participantId=m00451,0.00036909035086303375,2013-05-22 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00451,RHESUS MACAQUE
m00452,/study/mGAP/participant.view?participantId=m00452,0.0003827680140993401,2013-04-12 07:00:00.000,2019-09-11 12:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00452,RHESUS MACAQUE
m00453,/study/mGAP/participant.view?participantId=m00453,0.0006102202024013215,2011-04-23 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00453,RHESUS MACAQUE
m00454,/study/mGAP/participant.view?participantId=m00454,0.0012777449342501722,2011-05-01 07:00:00.000,2017-12-06 13:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00454,RHESUS MACAQUE
m00455,/study/mGAP/participant.view?participantId=m00455,0.0008728195484676308,2011-02-24 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00455,RHESUS MACAQUE
m00456,/study/mGAP/participant.view?participantId=m00456,0.0010252813333978994,2011-04-02 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00456,RHESUS MACAQUE
m00457,/study/mGAP/participant.view?participantId=m00457,0.0009409901852778495,2011-04-21 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00457,RHESUS MACAQUE
m00458,/study/mGAP/participant.view?participantId=m00458,0.001187957679601412,2013-07-01 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00458,RHESUS MACAQUE
m00459,/study/mGAP/participant.view?participantId=m00459,0.0010144782788825758,2013-04-20 07:00:00.000,,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00459,RHESUS MACAQUE
m00460,/study/mGAP/participant.view?participantId=m00460,0.0003100728857287362,2013-05-04 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00460,RHESUS MACAQUE
m00461,/study/mGAP/participant.view?participantId=m00461,0.0009815436749418904,2012-03-23 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00461,RHESUS MACAQUE
m00462,/study/mGAP/participant.view?participantId=m00462,0.0008733239712465564,2003-05-13 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00462,RHESUS MACAQUE
m00463,/study/mGAP/participant.view?participantId=m00463,0.0014258350550964188,2001-05-01 00:00:00.000,2018-07-10 12:30:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00463,RHESUS MACAQUE
m00464,/study/mGAP/participant.view?participantId=m00464,0.0019381604575585399,2005-03-01 00:00:00.000,2016-12-20 14:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00464,RHESUS MACAQUE
m00465,/study/mGAP/participant.view?participantId=m00465,0.0012469331095041323,1999-03-15 00:00:00.000,2017-09-22 11:45:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00465,RHESUS MACAQUE
m00466,/study/mGAP/participant.view?participantId=m00466,0.0009617660984848485,2004-04-20 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00466,RHESUS MACAQUE
m00467,/study/mGAP/participant.view?participantId=m00467,0.0017190728305785123,2001-05-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00467,RHESUS MACAQUE
m00468,/study/mGAP/participant.view?participantId=m00468,0.00036318440082644626,2000-11-19 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00468,RHESUS MACAQUE
m00469,/study/mGAP/participant.view?participantId=m00469,0.002126646435950413,1995-01-14 02:36:00.000,2006-08-03 10:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00469,RHESUS MACAQUE
m00470,/study/mGAP/participant.view?participantId=m00470,0.001840134297520661,1994-04-15 00:00:00.000,2006-10-24 09:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00470,RHESUS MACAQUE
m00471,/study/mGAP/participant.view?participantId=m00471,0.00024313177944214876,2013-07-18 07:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00471,RHESUS MACAQUE
m00472,/study/mGAP/participant.view?participantId=m00472,0.0008564258081525482,2013-04-24 07:00:00.000,2018-11-08 10:00:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00472,RHESUS MACAQUE
m00473,/study/mGAP/participant.view?participantId=m00473,0.000909306129476584,2004-01-15 00:00:00.000,2018-05-08 13:00:00.000,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00473,RHESUS MACAQUE
m00474,/study/mGAP/participant.view?participantId=m00474,0.0010707214187327823,2002-01-01 00:00:00.000,,f,India,urn:lsid:labkey.com:Study.Data-5:1000.m00474,RHESUS MACAQUE
m00475,/study/mGAP/participant.view?participantId=m00475,0.0009308281680440771,2001-10-01 07:00:00.000,2017-04-16 13:45:00.000,m,India,urn:lsid:labkey.com:Study.Data-5:1000.m00475,RHESUS MACAQUE
