mgapId,mgapId/gender,mgapId/geographic_origin,mgapId/species,rowid,sequenceType,sraAccession,totalReads
m00234,m,India,RHESUS MACAQUE,864893,GBS,SRR5794860,6371925
m00235,m,India,RHESUS MACAQUE,864894,GBS,SRR5794861,8452271
m00236,f,India,RHESUS MACAQUE,864895,GBS,SRR5794862,8333279
m00236,f,India,RHESUS MACAQUE,864896,Whole Genome: Deep Coverage,SRR7865685,290568210
m00237,f,India,RHESUS MACAQUE,864897,GBS,SRR5794863,9404698
m00238,f,India,RHESUS MACAQUE,864898,GBS,SRR5794864,10200732
m00239,f,India,RHESUS MACAQUE,864899,GBS,SRR5794865,4198585
m00240,f,India,RHESUS MACAQUE,864900,GBS,SRR5794855,10318745
m00241,f,India,RHESUS MACAQUE,864901,GBS,SRR5794856,702505
m00241,f,India,RHESUS MACAQUE,864902,GBS,SRR7808868,3721075
m00242,f,India,RHESUS MACAQUE,864903,GBS,SRR5794989,7791542
m00243,f,India,RHESUS MACAQUE,864904,GBS,SRR5794959,7743914
m00244,m,India,RHESUS MACAQUE,864905,GBS,SRR5795022,8429607
m00245,m,India,RHESUS MACAQUE,864906,GBS,SRR5795004,7261123
m00246,f,India,RHESUS MACAQUE,864907,GBS,SRR5795008,9176107
m00246,f,India,RHESUS MACAQUE,864908,Whole Genome: Deep Coverage,SRR7865747,300332876
m00247,f,India,RHESUS MACAQUE,864909,GBS,SRR5795005,7097977
m00248,f,India,RHESUS MACAQUE,864910,GBS,SRR5794960,4486703
m00249,f,India,RHESUS MACAQUE,864911,GBS,SRR5794945,11435256
m00250,f,India,RHESUS MACAQUE,864912,GBS,SRR5794924,215073
m00250,f,India,RHESUS MACAQUE,864913,GBS,SRR7808854,6463357
m00251,f,India,RHESUS MACAQUE,864914,GBS,SRR7808853,8702300
m00251,f,India,RHESUS MACAQUE,864915,GBS,SRR5794986,2119899
m00252,f,India,RHESUS MACAQUE,864916,GBS,SRR5794835,520507
m00252,f,India,RHESUS MACAQUE,864917,GBS,SRR7808863,5940407
m00253,f,India,RHESUS MACAQUE,864918,GBS,SRR5795007,101604
m00254,f,India,RHESUS MACAQUE,864919,GBS,SRR5795070,9559
m00254,f,India,RHESUS MACAQUE,864920,GBS,SRR7808839,6277472
m00255,m,India,RHESUS MACAQUE,864921,GBS,SRR7808812,5801658
m00255,m,India,RHESUS MACAQUE,864922,GBS,SRR5795071,753083
m00256,m,India,RHESUS MACAQUE,864923,GBS,SRR5795068,623172
m00256,m,India,RHESUS MACAQUE,864924,GBS,SRR7808870,4618437
m00257,m,India,RHESUS MACAQUE,864925,GBS,SRR5795069,142635
m00258,f,India,RHESUS MACAQUE,864926,GBS,SRR5795066,1612991
m00258,f,India,RHESUS MACAQUE,864927,GBS,SRR7808869,4645694
m00259,f,India,RHESUS MACAQUE,864928,GBS,SRR7808829,5600725
m00259,f,India,RHESUS MACAQUE,864929,GBS,SRR5795067,2491958
m00260,f,India,RHESUS MACAQUE,864930,GBS,SRR5795064,1144771
m00261,f,India,RHESUS MACAQUE,864931,GBS,SRR5795065,70381
m00262,f,India,RHESUS MACAQUE,864932,GBS,SRR5795078,136825
m00262,f,India,RHESUS MACAQUE,864933,Whole Genome: Deep Coverage,SRR7865775,304757235
m00262,f,India,RHESUS MACAQUE,864934,GBS,SRR7808862,3887413
m00263,m,India,RHESUS MACAQUE,864935,GBS,SRR7808855,4107315
m00263,m,India,RHESUS MACAQUE,864936,GBS,SRR5795079,124326
m00264,f,India,RHESUS MACAQUE,864937,GBS,SRR5794799,290703
m00265,f,India,RHESUS MACAQUE,864938,GBS,SRR5794798,325231
m00266,f,India,RHESUS MACAQUE,864939,GBS,SRR5794801,8766338
m00267,f,India,RHESUS MACAQUE,864940,GBS,SRR5794800,11274391
m00268,f,India,RHESUS MACAQUE,864941,GBS,SRR5795106,11107441
m00269,f,India,RHESUS MACAQUE,864942,GBS,SRR5795105,9401691
m00270,f,India,RHESUS MACAQUE,864943,GBS,SRR5794797,3134111
m00270,f,India,RHESUS MACAQUE,864944,GBS,SRR7808826,4793737
m00271,f,India,RHESUS MACAQUE,864945,GBS,SRR5794796,8616010
m00272,f,India,RHESUS MACAQUE,864946,GBS,SRR5794805,13449789
m00273,f,India,RHESUS MACAQUE,864947,GBS,SRR5794804,13761777
m00274,f,India,RHESUS MACAQUE,864948,GBS,SRR5794996,6832905
m00275,m,India,RHESUS MACAQUE,864949,GBS,SRR5794997,12129170
m00276,f,India,RHESUS MACAQUE,864950,GBS,SRR5794998,10425903
m00277,f,India,RHESUS MACAQUE,864951,GBS,SRR5794999,7551715
m00277,f,India,RHESUS MACAQUE,864952,Whole Genome: Deep Coverage,SRR7865774,362715633
m00278,f,India,RHESUS MACAQUE,864953,GBS,SRR5794992,4302036
m00279,f,India,RHESUS MACAQUE,864954,GBS,SRR5794993,7239801
m00280,f,India,RHESUS MACAQUE,864955,GBS,SRR5794994,9731324
m00281,f,India,RHESUS MACAQUE,864956,GBS,SRR5794995,10922215
m00282,m,India,RHESUS MACAQUE,864957,GBS,SRR5794990,6282439
m00283,f,India,RHESUS MACAQUE,864958,GBS,SRR5794991,11181118
m00284,f,India,RHESUS MACAQUE,864959,GBS,SRR5795030,12719220
m00285,f,India,RHESUS MACAQUE,864960,GBS,SRR5795029,7566947
m00286,f,India,RHESUS MACAQUE,864961,GBS,SRR5795028,8169247
m00287,f,India,RHESUS MACAQUE,864962,GBS,SRR5795027,8482974
m00288,f,India,RHESUS MACAQUE,864963,GBS,SRR5795034,11334961
m00289,f,India,RHESUS MACAQUE,864964,GBS,SRR5795033,11323715
m00290,f,India,RHESUS MACAQUE,864965,GBS,SRR5795032,7077690
m00291,m,India,RHESUS MACAQUE,864966,GBS,SRR5795031,9745462
m00292,m,India,RHESUS MACAQUE,864967,GBS,SRR5795026,9253131
m00292,m,India,RHESUS MACAQUE,864968,Whole Genome: Deep Coverage,SRR7865773,314042420
m00293,m,India,RHESUS MACAQUE,864969,Whole Genome: Deep Coverage,SRR7865772,355199186
m00293,m,India,RHESUS MACAQUE,864970,GBS,SRR5795025,7939460
m00294,m,India,RHESUS MACAQUE,864971,GBS,SRR5794916,5068792
m00295,m,India,RHESUS MACAQUE,864972,GBS,SRR5794914,97244
m00295,m,India,RHESUS MACAQUE,864973,GBS,SRR7808843,4614301
m00295,m,India,RHESUS MACAQUE,864974,Whole Genome: Deep Coverage,SRR7865730,377509707
m00296,f,India,RHESUS MACAQUE,864975,GBS,SRR5794915,9850818
m00296,f,India,RHESUS MACAQUE,864976,Whole Genome: Deep Coverage,SRR7865771,321512835
m00297,f,India,RHESUS MACAQUE,864977,Whole Genome: Deep Coverage,SRR7865684,285705432
m00297,f,India,RHESUS MACAQUE,864978,GBS,SRR5794920,11115634
m00298,f,India,RHESUS MACAQUE,864979,GBS,SRR5794921,10661566
m00299,f,India,RHESUS MACAQUE,864980,GBS,SRR5794918,10267961
m00300,f,India,RHESUS MACAQUE,864981,GBS,SRR5794919,11022290
m00300,f,India,RHESUS MACAQUE,864982,Whole Genome: Deep Coverage,SRR7865770,334667405
m00301,f,India,RHESUS MACAQUE,864983,GBS,SRR5794908,10754776
m00302,f,India,RHESUS MACAQUE,864984,GBS,SRR5794909,9564139
m00302,f,India,RHESUS MACAQUE,864985,Whole Genome: Deep Coverage,SRR7865769,324787037
m00303,f,India,RHESUS MACAQUE,864986,GBS,SRR5794952,13258895
m00304,f,India,RHESUS MACAQUE,864987,GBS,SRR5794951,7023154
m00305,f,India,RHESUS MACAQUE,864988,GBS,SRR5794954,11208190
m00306,f,India,RHESUS MACAQUE,864989,GBS,SRR5794953,12036048
m00307,f,India,RHESUS MACAQUE,864990,GBS,SRR5794956,12883501
m00308,f,India,RHESUS MACAQUE,864991,GBS,SRR5794955,5524291
m00308,f,India,RHESUS MACAQUE,864992,Whole Genome: Deep Coverage,SRR7865768,304385813
m00309,f,India,RHESUS MACAQUE,864993,Whole Genome: Deep Coverage,SRR7865767,301878861
m00309,f,India,RHESUS MACAQUE,864994,GBS,SRR5794957,7908499
m00310,f,India,RHESUS MACAQUE,864995,GBS,SRR5794949,7567895
m00310,f,India,RHESUS MACAQUE,864996,Whole Genome: Deep Coverage,SRR7865766,313132879
m00311,f,India,RHESUS MACAQUE,864997,Whole Genome: Deep Coverage,SRR7865761,376728771
m00311,f,India,RHESUS MACAQUE,864998,GBS,SRR5794948,7919453
m00312,m,India,RHESUS MACAQUE,864999,GBS,SRR5794836,362818
m00312,m,India,RHESUS MACAQUE,865000,Whole Genome: Deep Coverage,SRR7865760,333513811
m00313,f,India,RHESUS MACAQUE,865001,Whole Genome: Deep Coverage,SRR7865687,287165032
m00313,f,India,RHESUS MACAQUE,865002,GBS,SRR5794837,1614657
m00314,m,India,RHESUS MACAQUE,865003,GBS,SRR5794838,996696
m00314,m,India,RHESUS MACAQUE,865004,Whole Genome: Deep Coverage,SRR7865763,345131193
m00314,m,India,RHESUS MACAQUE,865005,GBS,SRR7808860,3829089
m00315,f,India,RHESUS MACAQUE,865006,GBS,SRR7808782,14122096
m00315,f,India,RHESUS MACAQUE,865007,Whole Genome: Deep Coverage,SRR7865762,310749475
m00315,f,India,RHESUS MACAQUE,865008,GBS,SRR5794839,620453
m00316,f,India,RHESUS MACAQUE,865009,GBS,SRR5794840,30612
m00316,f,India,RHESUS MACAQUE,865010,Whole Genome: Deep Coverage,SRR7865757,320601033
m00316,f,India,RHESUS MACAQUE,865011,GBS,SRR7808865,4241439
m00317,f,India,RHESUS MACAQUE,865012,Whole Genome: Deep Coverage,SRR7865756,297508969
m00317,f,India,RHESUS MACAQUE,865013,GBS,SRR5794841,28306
m00318,f,India,RHESUS MACAQUE,865014,GBS,SRR5794844,9233877
m00318,f,India,RHESUS MACAQUE,865015,Whole Genome: Deep Coverage,SRR7865759,313452850
m00319,m,India,RHESUS MACAQUE,865016,Whole Genome: Deep Coverage,SRR7865758,326414838
m00319,m,India,RHESUS MACAQUE,865017,GBS,SRR5794845,10439318
m00320,f,India,RHESUS MACAQUE,865018,GBS,SRR5794877,10424456
m00320,f,India,RHESUS MACAQUE,865019,Whole Genome: Deep Coverage,SRR7865765,342803716
m00321,f,India,RHESUS MACAQUE,865020,Whole Genome: Deep Coverage,SRR7865764,332204180
m00321,f,India,RHESUS MACAQUE,865021,GBS,SRR5794876,6372099
m00322,m,India,RHESUS MACAQUE,865022,GBS,SRR5794873,7516774
m00322,m,India,RHESUS MACAQUE,865023,Whole Genome: Deep Coverage,SRR7865738,326161354
m00323,f,India,RHESUS MACAQUE,865024,Whole Genome: Deep Coverage,SRR7865739,348128471
m00323,f,India,RHESUS MACAQUE,865025,GBS,SRR5794872,12119430
m00324,f,India,RHESUS MACAQUE,865026,GBS,SRR5794871,6284294
m00324,f,India,RHESUS MACAQUE,865027,Whole Genome: Deep Coverage,SRR7865740,331503730
m00325,f,India,RHESUS MACAQUE,865028,Whole Genome: Deep Coverage,SRR7865741,328973080
m00325,f,India,RHESUS MACAQUE,865029,GBS,SRR5794870,10380437
m00326,f,India,RHESUS MACAQUE,865030,GBS,SRR5794868,10674306
m00326,f,India,RHESUS MACAQUE,865031,Whole Genome: Deep Coverage,SRR7865742,335756960
m00327,f,India,RHESUS MACAQUE,865032,Whole Genome: Deep Coverage,SRR7865743,327344580
m00327,f,India,RHESUS MACAQUE,865033,GBS,SRR5795049,13869384
m00328,m,India,RHESUS MACAQUE,865034,GBS,SRR5795050,10339479
m00328,m,India,RHESUS MACAQUE,865035,Whole Genome: Deep Coverage,SRR7865744,366286261
m00329,f,India,RHESUS MACAQUE,865036,Whole Genome: Deep Coverage,SRR7865686,313810511
m00329,f,India,RHESUS MACAQUE,865037,GBS,SRR5795093,13849467
m00330,f,India,RHESUS MACAQUE,865038,GBS,SRR5795098,14038445
m00330,f,India,RHESUS MACAQUE,865039,Whole Genome: Deep Coverage,SRR7865745,324095887
m00331,f,India,RHESUS MACAQUE,865040,Whole Genome: Deep Coverage,SRR7865736,308380308
m00331,f,India,RHESUS MACAQUE,865041,GBS,SRR5795045,7440708
m00332,m,India,RHESUS MACAQUE,865042,GBS,SRR5795046,8958191
m00332,m,India,RHESUS MACAQUE,865043,Whole Genome: Deep Coverage,SRR7865737,319521214
m00333,m,India,RHESUS MACAQUE,865044,GBS,SRR5795043,10921365
m00333,m,India,RHESUS MACAQUE,865045,Whole Genome: Deep Coverage,SRR7865746,289100680
m00334,f,India,RHESUS MACAQUE,865046,GBS,SRR5795044,4119973
m00334,f,India,RHESUS MACAQUE,865047,Whole Genome: Deep Coverage,SRR7865727,313287985
m00335,m,India,RHESUS MACAQUE,865048,Whole Genome: Deep Coverage,SRR7865726,342889876
m00335,m,India,RHESUS MACAQUE,865049,GBS,SRR5795041,478989
m00336,m,India,RHESUS MACAQUE,865050,GBS,SRR5795042,8836410
m00336,m,India,RHESUS MACAQUE,865051,Whole Genome: Deep Coverage,SRR7865692,303117526
m00337,f,India,RHESUS MACAQUE,865052,GBS,SRR5795094,11100228
m00337,f,India,RHESUS MACAQUE,865053,Whole Genome: Deep Coverage,SRR7865725,299263742
m00338,f,India,RHESUS MACAQUE,865054,Whole Genome: Deep Coverage,SRR7865724,313449189
m00338,f,India,RHESUS MACAQUE,865055,GBS,SRR5795009,7734490
m00339,f,India,RHESUS MACAQUE,865056,GBS,SRR5795048,5407606
m00340,m,India,RHESUS MACAQUE,865057,GBS,SRR5795104,6983376
m00341,f,India,RHESUS MACAQUE,865058,GBS,SRR5795101,4112315
m00342,f,India,RHESUS MACAQUE,865059,GBS,SRR5795082,7274476
m00343,f,India,RHESUS MACAQUE,865060,GBS,SRR5795081,6498447
m00344,m,India,RHESUS MACAQUE,865061,GBS,SRR5794984,5184992
m00345,m,India,RHESUS MACAQUE,865062,GBS,SRR5795084,7963813
m00345,m,India,RHESUS MACAQUE,865063,Whole Genome: Deep Coverage,SRR7865723,289435966
m00346,m,India,RHESUS MACAQUE,865064,GBS,SRR5795040,5640391
m00347,m,India,RHESUS MACAQUE,865065,GBS,SRR5795039,8011892
m00348,m,India,RHESUS MACAQUE,865066,GBS,SRR5794819,6106954
m00349,m,India,RHESUS MACAQUE,865067,GBS,SRR5794820,7190521
m00350,m,India,RHESUS MACAQUE,865068,GBS,SRR5794818,7037775
m00351,m,India,RHESUS MACAQUE,865069,GBS,SRR5794817,7344978
m00352,f,India,RHESUS MACAQUE,865070,GBS,SRR5794816,6934343
m00353,f,India,RHESUS MACAQUE,865071,GBS,SRR5794815,6779553
m00354,f,India,RHESUS MACAQUE,865072,GBS,SRR5794814,6218836
m00355,m,India,RHESUS MACAQUE,865073,GBS,SRR5794813,8824316
m00356,f,India,RHESUS MACAQUE,865074,GBS,SRR5794811,8952309
m00356,f,India,RHESUS MACAQUE,865075,Whole Genome: Deep Coverage,SRR7865679,373009117
m00357,f,India,RHESUS MACAQUE,865076,Whole Genome: Deep Coverage,SRR7865678,311734344
m00357,f,India,RHESUS MACAQUE,865077,GBS,SRR5794931,6298481
m00358,f,India,RHESUS MACAQUE,865078,GBS,SRR5794932,581176
m00359,f,India,RHESUS MACAQUE,865079,GBS,SRR5794929,9021551
m00359,f,India,RHESUS MACAQUE,865080,Whole Genome: Deep Coverage,SRR7865733,359406910
m00360,m,India,RHESUS MACAQUE,865081,Whole Genome: Deep Coverage,SRR7865732,414988831
m00360,m,India,RHESUS MACAQUE,865082,GBS,SRR5794930,8185863
m00361,m,India,RHESUS MACAQUE,865083,GBS,SRR5794927,4742972
m00362,f,India,RHESUS MACAQUE,865084,GBS,SRR5794928,7565567
m00363,f,India,RHESUS MACAQUE,865085,GBS,SRR5794925,2297186
m00363,f,India,RHESUS MACAQUE,865086,GBS,SRR7808837,4064121
m00364,m,India,RHESUS MACAQUE,865087,GBS,SRR5794926,5628617
m00365,m,India,RHESUS MACAQUE,865088,GBS,SRR5794935,5350044
m00365,m,India,RHESUS MACAQUE,865089,Whole Exome,SRR1975665,60224277
m00366,m,India,RHESUS MACAQUE,865090,Whole Genome: Deep Coverage,SRR7865722,277609602
m00366,m,India,RHESUS MACAQUE,865091,GBS,SRR5794936,5012398
m00367,m,India,RHESUS MACAQUE,865092,GBS,SRR5794889,3989182
m00367,m,India,RHESUS MACAQUE,865093,GBS,SRR7808856,6400636
m00368,f,India,RHESUS MACAQUE,865094,GBS,SRR5794888,6342743
m00368,f,India,RHESUS MACAQUE,865095,Whole Genome: Deep Coverage,SRR7865721,287303964
m00369,f,India,RHESUS MACAQUE,865096,Whole Genome: Deep Coverage,SRR7865674,281654282
m00369,f,India,RHESUS MACAQUE,865097,GBS,SRR5794891,4771050
m00370,m,India,RHESUS MACAQUE,865098,GBS,SRR5794890,6457059
m00371,m,India,RHESUS MACAQUE,865099,GBS,SRR5794885,4198007
m00372,m,India,RHESUS MACAQUE,865100,GBS,SRR5794894,3782986
m00372,m,India,RHESUS MACAQUE,865101,GBS,SRR7808828,6910845
m00372,m,India,RHESUS MACAQUE,865102,Whole Genome: Deep Coverage,SRR7865735,376372418
m00373,m,India,RHESUS MACAQUE,865103,GBS,SRR5794887,4314065
m00374,m,India,RHESUS MACAQUE,865104,GBS,SRR5794886,5859460
m00375,m,India,RHESUS MACAQUE,865105,GBS,SRR5794893,3903522
m00375,m,India,RHESUS MACAQUE,865106,GBS,SRR7808835,6480208
m00376,f,India,RHESUS MACAQUE,865107,GBS,SRR5794892,5237786
m00377,m,India,RHESUS MACAQUE,865108,GBS,SRR5794934,4507920
m00378,m,India,RHESUS MACAQUE,865109,GBS,SRR5795080,4042019
m00378,m,India,RHESUS MACAQUE,865110,Whole Exome,SRR1975663,58941595
m00378,m,India,RHESUS MACAQUE,865111,Whole Genome: Deep Coverage,SRR7865734,367048124
m00379,f,India,RHESUS MACAQUE,865112,GBS,SRR7808838,4457425
m00379,f,India,RHESUS MACAQUE,865113,GBS,SRR5795059,2939353
m00380,m,India,RHESUS MACAQUE,865114,GBS,SRR5795063,5905397
m00381,f,India,RHESUS MACAQUE,865115,GBS,SRR5795035,6489953
m00381,f,India,RHESUS MACAQUE,865116,Whole Genome: Deep Coverage,SRR7865675,301305976
m00382,m,India,RHESUS MACAQUE,865117,GBS,SRR5795037,6981711
m00383,m,India,RHESUS MACAQUE,865118,GBS,SRR5795038,7784935
m00384,f,India,RHESUS MACAQUE,865119,GBS,SRR5794853,8270384
m00385,m,India,RHESUS MACAQUE,865120,GBS,SRR5794881,7208285
m00385,m,India,RHESUS MACAQUE,865121,Whole Exome,SRR1975668,67459247
m00386,m,India,RHESUS MACAQUE,865122,GBS,SRR5794803,7342529
m00387,f,India,RHESUS MACAQUE,865123,GBS,SRR5794965,7788310
m00388,f,India,RHESUS MACAQUE,865124,GBS,SRR5794964,7586204
m00389,m,India,RHESUS MACAQUE,865125,GBS,SRR5794963,8585656
m00389,m,India,RHESUS MACAQUE,865126,Whole Genome: Deep Coverage,SRR7865676,293973917
m00390,m,India,RHESUS MACAQUE,865127,GBS,SRR5794962,6914909
m00391,f,India,RHESUS MACAQUE,865128,GBS,SRR5794969,8445172
m00392,f,India,RHESUS MACAQUE,865129,GBS,SRR5794968,8228747
m00393,f,India,RHESUS MACAQUE,865130,GBS,SRR5794967,6000789
m00394,f,India,RHESUS MACAQUE,865131,GBS,SRR5794966,6922233
m00395,m,India,RHESUS MACAQUE,865132,GBS,SRR5794880,9717804
m00396,m,,RHESUS MACAQUE,865133,GBS,SRR5794970,7144044
m00397,f,India,RHESUS MACAQUE,865134,GBS,SRR5794866,7015415
m00398,f,,RHESUS MACAQUE,865135,GBS,SRR5795075,6895388
m00398,f,,RHESUS MACAQUE,865136,Whole Genome: Deep Coverage,SRR7865720,320394505
m00399,m,India,RHESUS MACAQUE,865137,GBS,SRR5795072,9502402
m00400,f,India,RHESUS MACAQUE,865138,GBS,SRR5795073,9289634
m00401,f,India,RHESUS MACAQUE,865139,GBS,SRR5794834,8738238
m00402,f,India,RHESUS MACAQUE,865140,GBS,SRR5794854,8341447
m00403,f,India,RHESUS MACAQUE,865141,GBS,SRR5795076,7217235
m00404,f,India,RHESUS MACAQUE,865142,GBS,SRR5795077,8318094
m00404,f,India,RHESUS MACAQUE,865143,Whole Genome: Deep Coverage,SRR7865677,344033468
m00405,f,India,RHESUS MACAQUE,865144,GBS,SRR5794878,6955198
m00406,f,India,RHESUS MACAQUE,865145,GBS,SRR5795062,5931756
m00407,f,India,RHESUS MACAQUE,865146,GBS,SRR5794810,7596922
m00408,f,India,RHESUS MACAQUE,865147,GBS,SRR5795100,10943406
m00409,m,India,RHESUS MACAQUE,865148,GBS,SRR5794850,6895871
m00410,f,India,RHESUS MACAQUE,865149,GBS,SRR5794831,6254281
m00411,f,India,RHESUS MACAQUE,865150,GBS,SRR5794882,6504415
m00411,f,India,RHESUS MACAQUE,865151,Whole Genome: Deep Coverage,SRR7865670,291551314
m00412,m,India,RHESUS MACAQUE,865152,Whole Genome: Deep Coverage,SRR7865671,294684267
m00412,m,India,RHESUS MACAQUE,865153,GBS,SRR5794983,6405526
m00413,f,India,RHESUS MACAQUE,865154,GBS,SRR5794988,7500249
m00414,f,India,RHESUS MACAQUE,865155,GBS,SRR5794985,6925906
m00414,f,India,RHESUS MACAQUE,865156,Whole Genome: Deep Coverage,SRR7865719,299368830
m00415,f,India,RHESUS MACAQUE,865157,GBS,SRR5795023,8722253
m00416,f,India,RHESUS MACAQUE,865158,GBS,SRR5794847,6260154
m00416,f,India,RHESUS MACAQUE,865159,Whole Genome: Deep Coverage,SRR7865693,310907085
m00417,m,India,RHESUS MACAQUE,865160,GBS,SRR5795083,5707345
m00417,m,India,RHESUS MACAQUE,865161,Whole Genome: Deep Coverage,SRR7865672,279519713
m00418,f,India,RHESUS MACAQUE,865162,GBS,SRR5795102,4614263
m00419,f,India,RHESUS MACAQUE,865163,GBS,SRR5794972,7038913
m00420,f,India,RHESUS MACAQUE,865164,GBS,SRR5794832,5314618
m00421,f,INDIA,RHESUS MACAQUE,865165,GBS,SRR5794852,5899007
m00422,m,India,RHESUS MACAQUE,865166,GBS,SRR5794867,8698873
m00423,f,India,RHESUS MACAQUE,865167,GBS,SRR5794883,6556694
m00424,f,India,RHESUS MACAQUE,865168,GBS,SRR5794903,4959395
m00424,f,India,RHESUS MACAQUE,865169,Whole Genome: Deep Coverage,SRR7865716,397936360
m00425,m,India,RHESUS MACAQUE,865170,GBS,SRR5794923,5786339
m00426,m,India,RHESUS MACAQUE,865171,GBS,SRR5794846,7634477
m00427,m,India,RHESUS MACAQUE,865172,GBS,SRR5794809,7323248
m00428,f,India,RHESUS MACAQUE,865173,GBS,SRR5794922,4504
m00428,f,India,RHESUS MACAQUE,865174,Whole Genome: Deep Coverage,SRR7865673,280199539
m00428,f,India,RHESUS MACAQUE,865175,GBS,SRR7808825,5521648
m00429,f,India,RHESUS MACAQUE,865176,GBS,SRR5795036,5801519
m00430,f,India,RHESUS MACAQUE,865177,GBS,SRR6166548,5757876
m00431,m,India,RHESUS MACAQUE,865178,GBS,SRR7808774,8569495
m00431,m,India,RHESUS MACAQUE,865179,Whole Genome: Deep Coverage,SRR6206176,374599177
m00432,f,India,RHESUS MACAQUE,865180,Whole Genome: Deep Coverage,SRR6206177,321449718
m00432,f,India,RHESUS MACAQUE,865181,GBS,SRR7808777,6925111
m00433,f,India,RHESUS MACAQUE,865182,GBS,SRR7808776,5726850
m00433,f,India,RHESUS MACAQUE,865183,Whole Genome: Deep Coverage,SRR6206178,338025595
m00434,f,India,RHESUS MACAQUE,865184,Whole Genome: Deep Coverage,SRR6206179,296275231
m00434,f,India,RHESUS MACAQUE,865185,GBS,SRR7808786,9249852
m00435,m,India,RHESUS MACAQUE,865186,Whole Genome: Deep Coverage,SRR6206180,330668943
m00436,f,India,RHESUS MACAQUE,865187,Whole Genome: Deep Coverage,SRR6206181,308512042
m00436,f,India,RHESUS MACAQUE,865188,GBS,SRR7808769,5126335
m00437,f,INDIA,RHESUS MACAQUE,865189,Whole Genome: Deep Coverage,SRR6206182,363924362
m00438,f,India,RHESUS MACAQUE,865190,Whole Genome: Deep Coverage,SRR6206183,314170920
m00438,f,India,RHESUS MACAQUE,865191,GBS,SRR7808787,6955439
m00439,f,India,RHESUS MACAQUE,865192,GBS,SRR7808784,8927434
m00439,f,India,RHESUS MACAQUE,865193,Whole Genome: Deep Coverage,SRR6206174,348438891
m00440,m,India,RHESUS MACAQUE,865194,Whole Genome: Deep Coverage,SRR6206175,341321452
m00440,m,India,RHESUS MACAQUE,865195,GBS,SRR7808785,8229522
m00441,f,India,RHESUS MACAQUE,865196,GBS,SRR7808790,6154093
m00441,f,India,RHESUS MACAQUE,865197,Whole Genome: Deep Coverage,SRR6206192,308287246
m00442,f,India,RHESUS MACAQUE,865198,Whole Genome: Deep Coverage,SRR6206194,321081351
m00442,f,India,RHESUS MACAQUE,865199,GBS,SRR7808791,6509809
m00443,f,India,RHESUS MACAQUE,865200,GBS,SRR7808788,4261445
m00443,f,India,RHESUS MACAQUE,865201,Whole Genome: Deep Coverage,SRR6206193,340004999
m00444,f,INDIA,RHESUS MACAQUE,865202,Whole Genome: Deep Coverage,SRR6206195,361394571
m00444,f,INDIA,RHESUS MACAQUE,865203,GBS,SRR7808789,6373698
m00445,f,India,RHESUS MACAQUE,865204,GBS,SRR7808792,8111047
m00445,f,India,RHESUS MACAQUE,865205,Whole Genome: Deep Coverage,SRR6206189,350403979
m00446,f,India,RHESUS MACAQUE,865206,Whole Genome: Deep Coverage,SRR6206188,309568812
m00446,f,India,RHESUS MACAQUE,865207,GBS,SRR7808793,7036648
m00447,f,INDIA,RHESUS MACAQUE,865208,GBS,SRR7808803,7143576
m00447,f,INDIA,RHESUS MACAQUE,865209,Whole Genome: Deep Coverage,SRR6206190,299603532
m00448,f,India,RHESUS MACAQUE,865210,Whole Genome: Deep Coverage,SRR6206191,306131278
m00448,f,India,RHESUS MACAQUE,865211,GBS,SRR7808802,6213185
m00449,m,India,RHESUS MACAQUE,865212,GBS,SRR7808801,7276105
m00449,m,India,RHESUS MACAQUE,865213,Whole Genome: Deep Coverage,SRR6206187,276181392
m00450,f,India,RHESUS MACAQUE,865214,Whole Genome: Deep Coverage,SRR6206186,283039133
m00450,f,India,RHESUS MACAQUE,865215,GBS,SRR7808800,9391103
m00451,m,India,RHESUS MACAQUE,865216,GBS,SRR7808799,6926678
m00451,m,India,RHESUS MACAQUE,865217,Whole Genome: Deep Coverage,SRR6206161,325359595
m00452,f,India,RHESUS MACAQUE,865218,Whole Genome: Deep Coverage,SRR6206162,409296663
m00452,f,India,RHESUS MACAQUE,865219,GBS,SRR7808798,8152638
m00453,f,India,RHESUS MACAQUE,865220,Whole Genome: Deep Coverage,SRR6206163,319548477
m00454,m,India,RHESUS MACAQUE,865221,Whole Genome: Deep Coverage,SRR6206164,372024256
m00454,m,India,RHESUS MACAQUE,865222,GBS,SRR7808797,7619695
m00455,f,India,RHESUS MACAQUE,865223,GBS,SRR7808796,8863551
m00455,f,India,RHESUS MACAQUE,865224,Whole Genome: Deep Coverage,SRR6206167,289351940
m00456,f,India,RHESUS MACAQUE,865225,Whole Genome: Deep Coverage,SRR6206165,360816627
m00456,f,India,RHESUS MACAQUE,865226,GBS,SRR7808795,6361094
m00457,f,India,RHESUS MACAQUE,865227,GBS,SRR7808794,4337290
m00457,f,India,RHESUS MACAQUE,865228,Whole Genome: Deep Coverage,SRR6206168,311011980
m00458,m,India,RHESUS MACAQUE,865229,Whole Genome: Deep Coverage,SRR6206166,362348620
m00458,m,India,RHESUS MACAQUE,865230,GBS,SRR7808816,6944434
m00459,m,India,RHESUS MACAQUE,865231,GBS,SRR7808817,7486135
m00459,m,India,RHESUS MACAQUE,865232,Whole Genome: Deep Coverage,SRR6206159,335739492
