mgap_id,gender,geographic_origin,species,sequence_type,sra_accession,total_reads
m00444,f,INDIA,RHESUS MACAQUE,GBS,SRR7808789,6373698
m00445,f,India,RHESUS MACAQUE,GBS,SRR7808792,8111047
m00445,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206189,350403979
m00446,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206188,309568812
m00446,f,India,RHESUS MACAQUE,GBS,SRR7808793,7036648
m00447,f,INDIA,RHESUS MACAQUE,GBS,SRR7808803,7143576
m00447,f,INDIA,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206190,299603532
m00448,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206191,306131278
m00448,f,India,RHESUS MACAQUE,GBS,SRR7808802,6213185
m00449,m,India,RHESUS MACAQUE,GBS,SRR7808801,7276105
m00449,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206187,276181392
m00450,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206186,283039133
m00450,f,India,RHESUS MACAQUE,GBS,SRR7808800,9391103
m00451,m,India,RHESUS MACAQUE,GBS,SRR7808799,6926678
m00451,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206161,325359595
m00452,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206162,409296663
m00452,f,India,RHESUS MACAQUE,GBS,SRR7808798,8152638
m00453,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206163,319548477
m00454,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206164,372024256
m00454,m,India,RHESUS MACAQUE,GBS,SRR7808797,7619695
m00455,f,India,RHESUS MACAQUE,GBS,SRR7808796,8863551
m00455,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206167,289351940
m00456,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206165,360816627
m00456,f,India,RHESUS MACAQUE,GBS,SRR7808795,6361094
m00457,f,India,RHESUS MACAQUE,GBS,SRR7808794,4337290
m00457,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206168,311011980
m00458,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206166,362348620
m00458,m,India,RHESUS MACAQUE,GBS,SRR7808816,6944434
m00459,m,India,RHESUS MACAQUE,GBS,SRR7808817,7486135
m00459,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206159,335739492
m00460,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206160,290576846
m00460,f,India,RHESUS MACAQUE,GBS,SRR7808818,4469791
m00461,f,India,RHESUS MACAQUE,GBS,SRR7808819,6347884
m00461,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206153,338528685
m00462,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206154,339976903
m00462,f,India,RHESUS MACAQUE,GBS,SRR7808768,5702791
m00463,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206196,368884570
m00464,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206197,341302392
m00465,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206157,304785960
m00465,f,India,RHESUS MACAQUE,GBS,SRR7808771,6069967
m00466,f,India,RHESUS MACAQUE,GBS,SRR7808781,5577029
m00466,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206158,355591551
m00467,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206155,349436688
m00467,f,India,RHESUS MACAQUE,GBS,SRR7808770,4539264
m00468,f,India,RHESUS MACAQUE,GBS,SRR7808780,4614826
m00468,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206156,304767220
m00470,f,India,RHESUS MACAQUE,GBS,SRR7808815,5765878
m00470,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206185,379080315
m00471,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206173,292687469
m00471,f,India,RHESUS MACAQUE,GBS,SRR7808820,8666653
m00472,m,India,RHESUS MACAQUE,GBS,SRR7808821,6153364
m00472,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206172,283084822
m00473,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206171,343686087
m00473,f,India,RHESUS MACAQUE,GBS,SRR7808779,4825956
m00474,f,India,RHESUS MACAQUE,GBS,SRR7808772,4484580
m00474,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206170,279463228
m00475,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR6206169,299593019
m00475,m,India,RHESUS MACAQUE,GBS,SRR7808775,3791899
m00481,f,India,RHESUS MACAQUE,GBS,SRR6166556,5047876
m00481,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865668,296290798
m00482,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865718,327609907
m00482,f,India,RHESUS MACAQUE,GBS,SRR6166555,6891379
m00483,f,India,RHESUS MACAQUE,GBS,SRR6166542,6233856
m00483,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865702,321402309
m00484,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865703,326899623
m00484,f,India,RHESUS MACAQUE,GBS,SRR6166541,5696813
m00485,f,India,RHESUS MACAQUE,GBS,SRR6166540,6852900
m00485,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865700,304210306
m00486,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865701,292578469
m00486,f,India,RHESUS MACAQUE,GBS,SRR6166539,6818673
m00487,f,India,RHESUS MACAQUE,GBS,SRR6166546,8120254
m00487,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865706,333731922
m00488,f,Hybrid (China / India),RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865707,348971740
m00488,f,Hybrid (China / India),RHESUS MACAQUE,GBS,SRR6166545,7989080
m00535,f,India,RHESUS MACAQUE,GBS,SRR6166523,6991083
m00535,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865717,358883763
m00569,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827150,295314017
m00570,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827149,342967423
m00571,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827148,362033362
m00572,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865669,325914440
m00572,f,India,RHESUS MACAQUE,GBS,SRR7809819,5352362
m00573,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865789,306194233
m00573,f,India,RHESUS MACAQUE,GBS,SRR7809956,7720388
m00574,f,India,RHESUS MACAQUE,GBS,SRR7809795,6495493
m00574,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865788,324459704
m00575,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865787,901908064
m00575,f,India,RHESUS MACAQUE,GBS,SRR7809967,5943890
m00576,f,India,RHESUS MACAQUE,GBS,SRR7809800,7537215
m00576,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865786,312595163
m00577,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865793,281329147
m00577,m,India,RHESUS MACAQUE,GBS,SRR7809836,5193200
m00578,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865792,302745534
m00578,f,India,RHESUS MACAQUE,GBS,SRR7808691,7946076
m00579,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865791,286953021
m00579,f,India,RHESUS MACAQUE,GBS,SRR7809968,7102523
m00580,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827147,279937206
m00581,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865790,336748008
m00581,f,India,RHESUS MACAQUE,GBS,SRR7809820,4362585
m00582,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827154,282987575
m00583,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865795,312873127
m00583,f,India,RHESUS MACAQUE,GBS,SRR7808482,4330238
m00584,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865794,310271769
m00584,f,India,RHESUS MACAQUE,GBS,SRR7809964,5859428
m00585,f,India,RHESUS MACAQUE,GBS,SRR7809991,7212931
m00585,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865784,301035833
m00586,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827153,315183896
m00587,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865785,290317922
m00587,f,India,RHESUS MACAQUE,GBS,SRR7809817,6235910
m00588,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827152,322980221
m00589,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865782,297744188
m00589,f,India,RHESUS MACAQUE,GBS,SRR7809818,3855075
m00590,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827157,353315106
m00591,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827156,295850207
m00592,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865783,288215771
m00592,f,India,RHESUS MACAQUE,GBS,SRR7810008,6179049
m00593,f,India,RHESUS MACAQUE,GBS,SRR7810002,8299253
m00593,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865780,311750003
m00594,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827175,275125173
m00595,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865781,289615562
m00595,m,India,RHESUS MACAQUE,GBS,SRR7809960,6995495
m00596,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827159,325740804
m00597,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827158,285694420
m00598,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865778,288595990
m00598,m,India,RHESUS MACAQUE,GBS,SRR7809922,7009826
m00599,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827161,308683798
m00600,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827160,283290030
m00601,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865779,311296965
m00601,f,India,RHESUS MACAQUE,GBS,SRR7810013,6760830
m00602,f,India,RHESUS MACAQUE,GBS,SRR7809803,5063831
m00602,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865776,288540928
m00603,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827163,319423594
m00604,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827162,307427110
m00605,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865777,297673715
m00605,f,India,RHESUS MACAQUE,GBS,SRR7808691,5533571
m00606,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827165,295599166
m00607,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827164,305069661
m00608,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827167,291214273
m00609,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827166,289268450
m00610,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827133,287716817
m00611,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827134,281343994
m00612,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865753,373671625
m00612,f,India,RHESUS MACAQUE,GBS,SRR7809804,4821052
m00613,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827135,283251367
m00614,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865752,318124360
m00614,f,India,RHESUS MACAQUE,GBS,SRR7809901,5545833
m00629,f,India,RHESUS MACAQUE,GBS,SRR7809928,8136016
m00629,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865694,297061849
m00638,m,India,RHESUS MACAQUE,GBS,SRR7809981,6371023
m00638,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865695,291472388
m00769,f,India,RHESUS MACAQUE,GBS,SRR7809802,4107838
m00769,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865729,381703675
m00780,f,India,RHESUS MACAQUE,GBS,SRR7809903,5555363
m00780,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865714,422692619
m00789,f,India,RHESUS MACAQUE,GBS,SRR7809873,4465400
m00789,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865713,384312906
m00791,f,India,RHESUS MACAQUE,GBS,SRR7809879,5210796
m00791,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865712,380713116
m00801,m,India,RHESUS MACAQUE,GBS,SRR7809946,6468107
m00801,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865704,316556392
m00806,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827130,375366944
m00807,f,India,RHESUS MACAQUE,GBS,SRR7809810,5892787
m00807,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865688,327234060
m00808,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865689,294348238
m00808,f,India,RHESUS MACAQUE,GBS,SRR7809811,4757713
m00809,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865715,364846957
m00809,m,India,RHESUS MACAQUE,GBS,SRR7808691,4810048
m00810,m,India,RHESUS MACAQUE,GBS,SRR7808691,5156755
m00810,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865690,326436726
m00811,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827131,363473312
m00812,m,India,RHESUS MACAQUE,GBS,SRR7809855,5913481
m00812,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865691,322442396
m00813,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827132,369720704
m00814,m,Hybrid (China / India),RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827140,457299968
m00815,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827141,390746932
m00816,f,India,RHESUS MACAQUE,GBS,SRR7809854,5132889
m00816,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865696,317811159
m00817,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827169,365033218
m00818,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827168,368802177
m00819,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827155,359059054
m00820,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827136,302702424
m00821,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865697,282342942
m00821,f,India,RHESUS MACAQUE,GBS,SRR7809857,7115947
m00822,m,Hybrid (China / India),RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827151,361483492
m00823,m,INDIA,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827173,372997410
m00824,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827172,358439068
m00825,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827171,335796859
m00826,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827129,295468493
m00827,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865711,293153481
m00827,f,India,RHESUS MACAQUE,GBS,SRR7809856,6150476
m00828,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827170,330954911
m00829,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827145,376466436
m00830,m,India,RHESUS MACAQUE,GBS,SRR7809859,11008696
m00830,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865710,314289938
m00831,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865709,330248019
m00831,f,India,RHESUS MACAQUE,GBS,SRR7809858,4718811
m00832,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827144,364835810
m00833,m,India,RHESUS MACAQUE,GBS,SRR7808691,4798397
m00833,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7865708,291045049
m00878,f,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827142,357811717
m00879,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827143,366546764
m00880,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827146,371213834
m00881,m,Hybrid (China / India),RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827174,353430687
m00882,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827138,367323689
m00883,m,India,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827139,358661135
m00884,f,INDIA,RHESUS MACAQUE,Whole Genome: Deep Coverage,SRR7827137,357201709
m00935,f,India,RHESUS MACAQUE,GBS,SRR7808488,7068992
m00937,f,India,RHESUS MACAQUE,GBS,SRR7808490,8232303
m00956,f,India,RHESUS MACAQUE,GBS,SRR7808616,11109228
m00963,f,India,RHESUS MACAQUE,GBS,SRR7808666,5551536
m00965,f,India,RHESUS MACAQUE,GBS,SRR7808529,6949247
m00980,f,India,RHESUS MACAQUE,GBS,SRR7808580,7233854
m01009,f,India,RHESUS MACAQUE,GBS,SRR7808691,6322970
m01026,f,India,RHESUS MACAQUE,GBS,SRR7808691,8085962
m01040,m,India,RHESUS MACAQUE,GBS,SRR7808691,8619402
m01048,f,India,RHESUS MACAQUE,GBS,SRR7808691,6596304
m02219,f,India,RHESUS MACAQUE,GBS,SRR8754134,7170661
m02220,f,India,RHESUS MACAQUE,GBS,SRR8754135,7439217
m02221,f,India,RHESUS MACAQUE,GBS,SRR8754141,6269872
m02222,f,India,RHESUS MACAQUE,GBS,SRR8754142,6128947
m02224,f,India,RHESUS MACAQUE,GBS,SRR8754114,6634970
m02225,f,India,RHESUS MACAQUE,GBS,SRR8754113,6337378
m02227,m,India,RHESUS MACAQUE,GBS,SRR8754119,6426873
m02229,m,India,RHESUS MACAQUE,GBS,SRR8754117,5485917
m02230,f,India,RHESUS MACAQUE,GBS,SRR8754116,5753331
m02234,f,India,RHESUS MACAQUE,GBS,SRR8754089,6480948
m02235,f,India,RHESUS MACAQUE,GBS,SRR8754086,7040814
m02237,f,India,RHESUS MACAQUE,GBS,SRR8754084,6129877
m02238,f,India,RHESUS MACAQUE,GBS,SRR8754085,6131240
m02239,f,India,RHESUS MACAQUE,GBS,SRR8754082,6545230
m02240,m,India,RHESUS MACAQUE,GBS,SRR8754083,7036269
m02241,f,India,RHESUS MACAQUE,GBS,SRR8754080,7800127
m02242,f,India,RHESUS MACAQUE,GBS,SRR8754081,8222114
m02243,f,India,RHESUS MACAQUE,GBS,SRR8754239,7767226
m02244,m,India,RHESUS MACAQUE,GBS,SRR8754238,8683708
m02245,f,India,RHESUS MACAQUE,GBS,SRR8754241,6729299
m02246,m,India,RHESUS MACAQUE,GBS,SRR8754240,7303142
m02248,f,India,RHESUS MACAQUE,GBS,SRR8754234,6566073
m02321,m,India,RHESUS MACAQUE,GBS,SRR8754129,5740258
m02321,m,India,RHESUS MACAQUE,Whole Exome,SRR1975669,69686244
m02464,f,India,RHESUS MACAQUE,GBS,SRR8754162,33655374
m03615,m,India,RHESUS MACAQUE,Whole Exome,SRR1975667,59583361
